市場・商品区分,銘柄コード,銘柄名,現在のステージ,最新終値,最新出来高
プライム（内国株式）,8278.T,フジ,3,2026.0,114500
プライム（内国株式）,8279.T,ヤオコー,4,9062.0,102200
プライム（内国株式）,8281.T,ゼビオホールディングス,1,1180.0,195000
プライム（内国株式）,8282.T,ケーズホールディングス,1,1600.0,1668500
プライム（内国株式）,8283.T,ＰＡＬＴＡＣ,1,4659.0,133900
スタンダード（内国株式）,8285.T,三谷産業,1,455.0,88100
スタンダード（内国株式）,8289.T,Ｏｌｙｍｐｉｃグループ,4,410.0,17600
スタンダード（内国株式）,8291.T,日産東京販売ホールディングス,1,513.0,204500
出資証券,8301.T,日本銀行　出資証券,1,26000.0,500
プライム（内国株式）,8304.T,あおぞら銀行,1,2360.0,1960600
プライム（内国株式）,8306.T,三菱ＵＦＪフィナンシャル・グループ,1,2341.5,78267400
プライム（内国株式）,8308.T,りそなホールディングス,1,1491.5,17900100
プライム（内国株式）,8309.T,三井住友トラストグループ,1,4284.0,3478200
プライム（内国株式）,8316.T,三井住友フィナンシャルグループ,1,4147.0,22879400
プライム（内国株式）,8331.T,千葉銀行,1,1522.5,3740700
プライム（内国株式）,8334.T,群馬銀行,1,1564.0,1586900
プライム（内国株式）,8336.T,武蔵野銀行,1,3920.0,159900
プライム（内国株式）,8337.T,千葉興業銀行,1,1592.0,250000
プライム（内国株式）,8338.T,筑波銀行,2,290.0,1011400
プライム（内国株式）,8341.T,七十七銀行,1,5819.0,375000
プライム（内国株式）,8343.T,秋田銀行,1,3505.0,145600
プライム（内国株式）,8344.T,山形銀行,1,1622.0,114200
プライム（内国株式）,8345.T,岩手銀行,1,3745.0,69600
プライム（内国株式）,8346.T,東邦銀行,1,427.0,1334900
スタンダード（内国株式）,8349.T,東北銀行,1,1325.0,32800
プライム（内国株式）,8354.T,ふくおかフィナンシャルグループ,2,4356.0,1261200
プライム（内国株式）,8358.T,スルガ銀行,1,1509.0,1300000
プライム（内国株式）,8359.T,八十二銀行,1,1484.5,2489600
プライム（内国株式）,8360.T,山梨中央銀行,1,3120.0,125100
プライム（内国株式）,8361.T,大垣共立銀行,1,3290.0,158600
プライム（内国株式）,8362.T,福井銀行,1,2002.0,58200
プライム（内国株式）,8364.T,清水銀行,1,2008.0,38800
スタンダード（内国株式）,8365.T,富山銀行,1,1688.0,7300
プライム（内国株式）,8366.T,滋賀銀行,2,6440.0,167300
プライム（内国株式）,8367.T,南都銀行,1,4925.0,125300
プライム（内国株式）,8368.T,百五銀行,1,882.0,986600
プライム（内国株式）,8370.T,紀陽銀行,1,2953.0,330300
プライム（内国株式）,8377.T,ほくほくフィナンシャルグループ,1,3733.0,619200
プライム（内国株式）,8381.T,山陰合同銀行,1,1373.0,537300
スタンダード（内国株式）,8383.T,鳥取銀行,1,1363.0,24500
プライム（内国株式）,8386.T,百十四銀行,2,4950.0,161700
プライム（内国株式）,8387.T,四国銀行,1,1429.0,172400
プライム（内国株式）,8388.T,阿波銀行,1,3530.0,106000
プライム（内国株式）,8392.T,大分銀行,1,4925.0,47200
プライム（内国株式）,8393.T,宮崎銀行,1,4435.0,61300
プライム（内国株式）,8395.T,佐賀銀行,1,3050.0,95800
プライム（内国株式）,8399.T,琉球銀行,1,1433.0,215500
プライム（内国株式）,8410.T,セブン銀行,1,289.6000061035156,7898500
プライム（内国株式）,8411.T,みずほフィナンシャルグループ,1,4844.0,13454400
スタンダード（内国株式）,8416.T,高知銀行,2,898.0,27900
プライム（内国株式）,8418.T,山口フィナンシャルグループ,2,1763.0,1036000
出資証券,8421.T,信金中央金庫　優先出資証券,4,194300.0,168
プライム（内国株式）,8424.T,芙蓉総合リース,1,4452.0,567000
プライム（内国株式）,8425.T,みずほリース,1,1305.0,711700
プライム（内国株式）,8439.T,東京センチュリー,1,1960.0,1084900
プライム（内国株式）,8473.T,ＳＢＩホールディングス,2,6578.0,4977600
スタンダード（内国株式）,8508.T,Ｊトラスト,4,438.0,268400
プライム（内国株式）,8511.T,日本証券金融,1,1877.0,292200
プライム（内国株式）,8515.T,アイフル,1,492.0,3260200
スタンダード（内国株式）,8518.T,日本アジア投資,4,235.0,96900
プライム（内国株式）,8522.T,名古屋銀行,1,10100.0,96800
プライム（内国株式）,8524.T,北洋銀行,1,716.0,3390700
スタンダード（内国株式）,8537.T,大光銀行,3,1706.0,53500
プライム（内国株式）,8541.T,愛媛銀行,1,1197.0,111400
スタンダード（内国株式）,8542.T,トマト銀行,3,1338.0,22200
プライム（内国株式）,8544.T,京葉銀行,1,1240.0,538900
プライム（内国株式）,8550.T,栃木銀行,1,496.0,1821300
プライム（内国株式）,8551.T,北日本銀行,1,3805.0,22000
プライム（内国株式）,8558.T,東和銀行,1,947.0,242900
スタンダード（内国株式）,8562.T,福島銀行,3,233.0,148200
スタンダード（内国株式）,8563.T,大東銀行,2,781.0,28300
プライム（内国株式）,8566.T,リコーリース,1,5930.0,65200
プライム（内国株式）,8570.T,イオンフィナンシャルサービス,1,1518.5,774900
スタンダード（内国株式）,8572.T,アコム,1,482.20001220703125,1911900
プライム（内国株式）,8584.T,ジャックス,1,4400.0,151300
プライム（内国株式）,8585.T,オリエントコーポレーション,1,1014.0,1312400
プライム（内国株式）,8591.T,オリックス,1,3989.0,6134100
プライム（内国株式）,8593.T,三菱ＨＣキャピタル,1,1236.0,5023500
プライム（内国株式）,8595.T,ジャフコ　グループ,1,2645.0,375800
スタンダード（内国株式）,8596.T,九州リースサービス,1,1405.0,37100
プライム（内国株式）,8600.T,トモニホールディングス,1,662.0,1132900
プライム（内国株式）,8601.T,大和証券グループ本社,1,1198.0,12444700
プライム（内国株式）,8604.T,野村ホールディングス,1,1090.5,14087600
プライム（内国株式）,8609.T,岡三証券グループ,1,696.0,513700
プライム（内国株式）,8613.T,丸三証券,1,980.0,547900
プライム（内国株式）,8614.T,東洋証券,1,556.0,571200
プライム（内国株式）,8616.T,東海東京フィナンシャル・ホールディングス,1,594.0,1629300
スタンダード（内国株式）,8617.T,光世証券,1,517.0,29700
プライム（内国株式）,8622.T,水戸証券,1,572.0,204500
プライム（内国株式）,8624.T,いちよし証券,1,871.0,236300
プライム（内国株式）,8628.T,松井証券,1,794.0,2621900
プライム（内国株式）,8630.T,ＳＯＭＰＯホールディングス,2,4686.0,5607200
プライム（内国株式）,8697.T,日本取引所グループ,1,1563.0,8038500
プライム（内国株式）,8698.T,マネックスグループ,1,827.0,2493600
スタンダード（内国株式）,8699.T,ＨＳホールディングス,4,1011.0,41000
スタンダード（内国株式）,8700.T,丸八証券,3,1620.0,1400
スタンダード（内国株式）,8704.T,トレイダーズホールディングス,4,944.0,198700
スタンダード（内国株式）,8705.T,日産証券グループ,2,175.0,174800
プライム（内国株式）,8706.T,極東証券,2,1570.0,257600
プライム（内国株式）,8707.T,岩井コスモホールディングス,1,2710.0,104100
プライム（内国株式）,8708.T,アイザワ証券グループ,1,1429.0,233300
プライム（内国株式）,8713.T,フィデアホールディングス,1,1618.0,77600
プライム（内国株式）,8714.T,池田泉州ホールディングス,4,625.0,1852200
プライム（内国株式）,8715.T,アニコム　ホールディングス,2,846.0,698400
プライム（内国株式）,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,2,3410.0,6188400
スタンダード（内国株式）,8737.T,あかつき本社,1,555.0,76300
プライム（内国株式）,8739.T,スパークス・グループ,1,1587.0,40300
スタンダード（内国株式）,8742.T,小林洋行,2,300.0,5900
スタンダード（内国株式）,8746.T,ＵＮＢＡＮＫＥＤ,2,520.0,2937100
スタンダード（内国株式）,8747.T,豊トラスティ証券,1,1679.0,2600
プライム（内国株式）,8750.T,第一生命ホールディングス,3,1183.0,11187400
プライム（内国株式）,8766.T,東京海上ホールディングス,2,6326.0,5442800
スタンダード（内国株式）,8769.T,アドバンテッジリスクマネジメント,3,585.0,83800
プライム（内国株式）,8771.T,イー・ギャランティ,1,1545.0,321400
スタンダード（内国株式）,8772.T,アサックス,1,860.0,44100
スタンダード（内国株式）,8783.T,ＧＦＡ,2,333.0,1298200
スタンダード（内国株式）,8789.T,フィンテック　グローバル,1,121.0,1505500
プライム（内国株式）,8793.T,ＮＥＣキャピタルソリューション,1,3980.0,31400
プライム（内国株式）,8795.T,Ｔ＆Ｄホールディングス,3,3659.0,3644600
プライム（内国株式）,8798.T,アドバンスクリエイト,3,309.0,154400
プライム（内国株式）,8801.T,三井不動産,1,1609.0,18551000
プライム（内国株式）,8802.T,三菱地所,1,3357.0,6935500
プライム（内国株式）,8803.T,平和不動産,1,2392.0,370300
プライム（内国株式）,8804.T,東京建物,1,2889.0,1028200
プライム（内国株式）,8818.T,京阪神ビルディング,1,1697.0,181100
プライム（内国株式）,8830.T,住友不動産,1,6442.0,3117200
スタンダード（内国株式）,8835.T,太平洋興発,1,776.0,7400
スタンダード（内国株式）,8836.T,ＲＩＳＥ,4,37.0,393300
スタンダード（内国株式）,8841.T,テーオーシー,1,845.0,217800
スタンダード（内国株式）,8844.T,コスモスイニシア,2,1433.0,120300
プライム（内国株式）,8848.T,レオパレス２１,1,723.0,969100
プライム（内国株式）,8850.T,スターツコーポレーション,1,5150.0,128400
プライム（内国株式）,8860.T,フジ住宅,1,804.0,66700
プライム（内国株式）,8864.T,空港施設,1,1080.0,268400
スタンダード（内国株式）,8869.T,明和地所,1,1127.0,96800
スタンダード（内国株式）,8871.T,ゴールドクレスト,4,3410.0,30500
プライム（内国株式）,8876.T,リログループ,1,1812.0,452500
プライム（内国株式）,8877.T,エスリード,1,5500.0,39800
プライム（内国株式）,8881.T,日神グループホールディングス,1,579.0,60800
スタンダード（内国株式）,8887.T,シーラホールディングス,2,424.0,266300
スタンダード（内国株式）,8891.T,ＡＭＧホールディングス,1,2280.0,7200
プライム（内国株式）,8892.T,日本エスコン,1,1034.0,305500
スタンダード（内国株式）,8894.T,ＲＥＶＯＬＵＴＩＯＮ,5,74.0,1011600
プライム（内国株式）,8897.T,ＭＩＲＡＲＴＨホールディングス,1,397.0,1060700
スタンダード（内国株式）,8898.T,センチュリー２１・ジャパン,1,1139.0,7700
スタンダード（内国株式）,8904.T,ＡＶＡＮＴＩＡ,2,835.0,23900
スタンダード（内国株式）,8908.T,毎日コムネット,1,823.0,13500
スタンダード（内国株式）,8912.T,エリアクエスト,4,157.0,7200
スタンダード（内国株式）,8914.T,エリアリンク,4,2420.0,114400
スタンダード（内国株式）,8917.T,ファースト住建,1,1254.0,57200
スタンダード（内国株式）,8918.T,ランド,1,10.0,156049700
プライム（内国株式）,8919.T,カチタス,1,2901.0,382000
スタンダード（内国株式）,8920.T,東祥,1,813.0,204500
プライム（内国株式）,8923.T,トーセイ,1,3400.0,147100
スタンダード（内国株式）,8927.T,明豊エンタープライズ,1,538.0,351900
スタンダード（内国株式）,8928.T,穴吹興産,1,2175.0,9800
スタンダード（内国株式）,8929.T,青山財産ネットワークス,2,2014.0,26100
スタンダード（内国株式）,8931.T,和田興産,1,1610.0,16000
プライム（内国株式）,8934.T,サンフロンティア不動産,1,2393.0,167500
プライム（内国株式）,8935.T,ＦＪネクストホールディングス,1,1584.0,68000
グロース（内国株式）,8938.T,グローム・ホールディングス,4,608.0,5700
スタンダード（内国株式）,8940.T,インテリックス,1,1040.0,23600
スタンダード（内国株式）,8944.T,ランドビジネス,1,251.0,2595700
スタンダード（内国株式）,8945.T,サンネクスタグループ,1,1036.0,6500
スタンダード（内国株式）,8946.T,ＡＳＩＡＮ　ＳＴＡＲ,4,103.0,204100
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8951.T,日本ビルファンド投資法人,2,141400.0,69336
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8952.T,ジャパンリアルエステイト投資法人,1,128300.0,35177
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8953.T,日本都市ファンド投資法人,1,113800.0,28561
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8954.T,オリックス不動産投資法人,1,100300.0,42811
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8955.T,日本プライムリアルティ投資法人,1,105300.0,21275
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8956.T,ＮＴＴ都市開発リート投資法人,1,137500.0,7481
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8957.T,東急リアル・エステート投資法人,2,198100.0,9242
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8958.T,グローバル・ワン不動産投資法人,1,148900.0,7876
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8960.T,ユナイテッド・アーバン投資法人,1,183100.0,21131
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8961.T,森トラストリート投資法人,1,75000.0,11424
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8963.T,インヴィンシブル投資法人,4,66800.0,45518
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8964.T,フロンティア不動産投資法人,1,90400.0,11899
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8966.T,平和不動産リート投資法人,1,150900.0,7510
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8967.T,日本ロジスティクスファンド投資法人,1,98400.0,11044
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8968.T,福岡リート投資法人,1,186800.0,5331
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8972.T,ＫＤＸ不動産投資法人,1,169900.0,20253
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8975.T,いちごオフィスリート投資法人,1,96900.0,5859
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8976.T,大和証券オフィス投資法人,1,370500.0,3726
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8977.T,阪急阪神リート投資法人,1,171500.0,4266
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8979.T,スターツプロシード投資法人,1,202100.0,998
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8984.T,大和ハウスリート投資法人,1,125900.0,22907
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8985.T,ジャパン・ホテル・リート投資法人,1,87600.0,29991
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8986.T,大和証券リビング投資法人,1,110300.0,9825
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,8987.T,ジャパンエクセレント投資法人,1,146100.0,4976
スタンダード（内国株式）,8995.T,誠建設工業,2,1012.0,19800
スタンダード（内国株式）,8996.T,ハウスフリーダム,1,885.0,1500
プライム（内国株式）,8999.T,グランディハウス,1,577.0,72000
プライム（内国株式）,9001.T,東武鉄道,1,2698.5,895600
プライム（内国株式）,9003.T,相鉄ホールディングス,1,2604.0,466100
プライム（内国株式）,9005.T,東急,2,1864.5,2455000
プライム（内国株式）,9006.T,京浜急行電鉄,3,1540.0,1594400
プライム（内国株式）,9007.T,小田急電鉄,1,1717.5,3177700
プライム（内国株式）,9008.T,京王電鉄,1,3890.0,508400
プライム（内国株式）,9009.T,京成電鉄,1,1366.5,2055300
プライム（内国株式）,9010.T,富士急行,1,2612.0,393100
スタンダード（内国株式）,9012.T,秩父鉄道,1,2038.0,300
スタンダード（内国株式）,9017.T,新潟交通,1,2090.0,200
プライム（内国株式）,9020.T,東日本旅客鉄道,1,3638.0,4455900
プライム（内国株式）,9021.T,西日本旅客鉄道,1,3366.0,2492000
プライム（内国株式）,9022.T,東海旅客鉄道,1,4169.0,4205100
プライム（内国株式）,9023.T,東京地下鉄,1,1760.5,4260400
プライム（内国株式）,9024.T,西武ホールディングス,1,5596.0,2703300
プライム（内国株式）,9025.T,鴻池運輸,2,3325.0,94000
スタンダード（内国株式）,9028.T,ゼロ,3,3160.0,96200
スタンダード（内国株式）,9029.T,ヒガシホールディングス,5,1660.0,16000
プライム（内国株式）,9031.T,西日本鉄道,1,2296.0,444700
スタンダード（内国株式）,9033.T,広島電鉄,1,645.0,16900
スタンダード（内国株式）,9034.T,南総通運,1,1463.0,4600
スタンダード（内国株式）,9036.T,東部ネットワーク,1,930.0,4200
プライム（内国株式）,9037.T,ハマキョウレックス,1,1563.0,195800
プライム（内国株式）,9039.T,サカイ引越センター,1,2981.0,219900
プライム（内国株式）,9041.T,近鉄グループホールディングス,1,3080.0,1522200
プライム（内国株式）,9042.T,阪急阪神ホールディングス,1,4390.0,1206700
プライム（内国株式）,9044.T,南海電気鉄道,1,2714.5,970100
プライム（内国株式）,9045.T,京阪ホールディングス,1,3404.0,475000
プライム（内国株式）,9046.T,神戸電鉄,1,2617.0,10500
プライム（内国株式）,9048.T,名古屋鉄道,1,1745.5,1322800
スタンダード（内国株式）,9049.T,京福電気鉄道,1,6830.0,200
スタンダード（内国株式）,9051.T,センコン物流,1,1545.0,7800
プライム（内国株式）,9052.T,山陽電気鉄道,1,2148.0,42900
スタンダード（内国株式）,9057.T,遠州トラック,4,3095.0,1700
スタンダード（内国株式）,9059.T,カンダホールディングス,1,850.0,3300
スタンダード（内国株式）,9060.T,日本ロジテム,1,4700.0,1200
スタンダード（内国株式）,9063.T,岡山県貨物運送,1,3625.0,300
プライム（内国株式）,9064.T,ヤマトホールディングス,2,2408.0,1896400
プライム（内国株式）,9065.T,山九,4,8155.0,183400
プライム（内国株式）,9066.T,日新,4,8060.0,91900
スタンダード（内国株式）,9067.T,丸運,1,666.0,87700
プライム（内国株式）,9068.T,丸全昭和運輸,3,7160.0,46500
プライム（内国株式）,9069.T,センコーグループホールディングス,1,2080.0,518600
プライム（内国株式）,9072.T,ニッコンホールディングス,1,3401.0,1557200
スタンダード（内国株式）,9073.T,京極運輸商事,3,1290.0,1100
スタンダード（内国株式）,9074.T,日本石油輸送,1,3770.0,7900
プライム（内国株式）,9075.T,福山通運,1,3740.0,194800
プライム（内国株式）,9076.T,セイノーホールディングス,4,2229.5,1240000
プライム（内国株式）,9081.T,神奈川中央交通,1,3875.0,49300
スタンダード（内国株式）,9082.T,大和自動車交通,1,1585.0,164400
スタンダード（内国株式）,9083.T,神姫バス,1,3825.0,2700
スタンダード（内国株式）,9087.T,タカセ,1,1313.0,200
プライム（内国株式）,9090.T,ＡＺ－ＣＯＭ丸和ホールディングス,4,1130.0,348900
プライム（内国株式）,9101.T,日本郵船,1,5445.0,5140600
プライム（内国株式）,9104.T,商船三井,4,4776.0,3940000
プライム（内国株式）,9107.T,川崎汽船,1,2282.0,8125800
プライム（内国株式）,9110.T,ＮＳユナイテッド海運,1,5480.0,82100
スタンダード（内国株式）,9115.T,明海グループ,1,757.0,78600
プライム（内国株式）,9119.T,飯野海運,1,1212.0,271900
スタンダード（内国株式）,9127.T,玉井商船,4,2234.0,11800
スタンダード（内国株式）,9130.T,共栄タンカー,1,1068.0,14600
プライム（内国株式）,9142.T,九州旅客鉄道,1,4052.0,694000
プライム（内国株式）,9143.T,ＳＧホールディングス,4,1610.5,3068000
スタンダード（内国株式）,9145.T,ビーイングホールディングス,3,3610.0,15000
プライム（内国株式）,9147.T,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,1,3401.0,3340000
グロース（内国株式）,9158.T,シーユーシー,1,1175.0,93600
グロース（内国株式）,9159.T,Ｗ　ＴＯＫＹＯ,1,2441.0,4800
スタンダード（内国株式）,9160.T,ノバレーゼ,1,331.0,9300
グロース（内国株式）,9162.T,ブリーチ,1,390.0,53500
グロース（内国株式）,9163.T,ナレルグループ,3,2334.0,60500
グロース（内国株式）,9164.T,トライト,4,875.0,71100
グロース（内国株式）,9165.T,クオルテック,5,1533.0,182300
グロース（内国株式）,9166.T,ＧＥＮＤＡ,6,962.0,4193800
グロース（内国株式）,9168.T,ライズ・コンサルティング・グループ,4,1071.0,205700
スタンダード（内国株式）,9171.T,栗林商船,1,1140.0,17200
スタンダード（内国株式）,9173.T,東海汽船,1,3125.0,500
スタンダード（内国株式）,9193.T,東京汽船,2,977.0,34400
プライム（内国株式）,9201.T,日本航空,2,3078.0,2937100
プライム（内国株式）,9202.T,ＡＮＡホールディングス,3,2905.5,2112200
グロース（内国株式）,9204.T,スカイマーク,1,505.0,209100
スタンダード（内国株式）,9206.T,スターフライヤー,1,2460.0,8200
グロース（内国株式）,9211.T,エフ・コード,4,2057.0,426200
グロース（内国株式）,9212.T,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,4,388.0,20000
スタンダード（内国株式）,9213.T,セイファート,2,1038.0,121000
グロース（内国株式）,9214.T,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,1,1540.0,3700
グロース（内国株式）,9215.T,ＣａＳｙ,1,1029.0,70200
プライム（内国株式）,9216.T,ビーウィズ,1,1518.0,32300
グロース（内国株式）,9218.T,メンタルヘルステクノロジーズ,1,804.0,63500
グロース（内国株式）,9219.T,ギックス,1,952.0,4700
スタンダード（内国株式）,9220.T,エフビー介護サービス,1,1180.0,2100
スタンダード（内国株式）,9221.T,フルハシＥＰＯ,4,1104.0,3700
グロース（内国株式）,9223.T,ＡＳＮＯＶＡ,1,642.0,7000
グロース（内国株式）,9225.T,ブリッジコンサルティンググループ,1,1441.0,1500
グロース（内国株式）,9227.T,マイクロ波化学,2,648.0,186600
プライム（内国株式）,9229.T,サンウェルズ,4,670.0,85000
スタンダード（内国株式）,9233.T,アジア航測,3,1226.0,48000
グロース（内国株式）,9235.T,売れるネット広告社グループ,4,1265.0,102200
グロース（内国株式）,9236.T,ジャパンＭ＆Ａソリューション,4,1178.0,2300
グロース（内国株式）,9237.T,笑美面,4,1911.0,66200
グロース（内国株式）,9238.T,バリュークリエーション,5,1666.0,10100
グロース（内国株式）,9240.T,デリバリーコンサルティング,4,515.0,8800
グロース（内国株式）,9241.T,フューチャーリンクネットワーク,3,2785.0,21100
グロース（内国株式）,9242.T,メディア総研,1,1618.0,1100
グロース（内国株式）,9244.T,デジタリフト,2,1245.0,6000
グロース（内国株式）,9245.T,リベロ,1,2237.0,4100
グロース（内国株式）,9246.T,プロジェクトホールディングス,1,1355.0,3200
プライム（内国株式）,9247.T,ＴＲＥホールディングス,1,1570.0,334500
プライム（内国株式）,9248.T,人・夢・技術グループ,1,1861.0,15100
スタンダード（内国株式）,9249.T,日本エコシステム,1,1630.0,8200
グロース（内国株式）,9250.T,ＧＲＣＳ,2,1310.0,4300
グロース（内国株式）,9251.T,ＡＢ＆Ｃｏｍｐａｎｙ,1,1236.0,1440100
グロース（内国株式）,9252.T,ラストワンマイル,1,3905.0,6800
グロース（内国株式）,9253.T,スローガン,1,884.0,1000
グロース（内国株式）,9254.T,ラバブルマーケティンググループ,4,1403.0,2200
グロース（内国株式）,9256.T,サクシード,2,829.0,1700
グロース（外国株式）,9257.T,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,3,738.0,400
グロース（内国株式）,9258.T,ＣＳ－Ｃ,2,433.0,1800
グロース（内国株式）,9259.T,タカヨシホールディングス,1,746.0,10800
スタンダード（内国株式）,9262.T,シルバーライフ,1,857.0,49800
スタンダード（内国株式）,9264.T,ポエック,4,1696.0,28100
スタンダード（内国株式）,9265.T,ヤマシタヘルスケアホールディングス,2,3065.0,1700
プライム（内国株式）,9267.T,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,1,4790.0,83400
スタンダード（内国株式）,9268.T,オプティマスグループ,1,372.0,183000
グロース（内国株式）,9270.T,バリュエンスホールディングス,2,929.0,11400
グロース（内国株式）,9271.T,和心,1,962.0,142400
グロース（内国株式）,9272.T,ブティックス,1,1613.0,26500
プライム（内国株式）,9273.T,コーア商事ホールディングス,1,814.0,134100
プライム（内国株式）,9274.T,ＫＰＰグループホールディングス,2,805.0,216400
スタンダード（内国株式）,9275.T,ナルミヤ・インターナショナル,2,1693.0,48000
プライム（内国株式）,9278.T,ブックオフグループホールディングス,1,1535.0,41100
プライム（内国株式）,9279.T,ギフトホールディングス,6,3675.0,294700
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,9282.T,いちごグリーンインフラ投資法人,2,48050.0,212
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,9284.T,カナディアン・ソーラー・インフラ投資法人,1,89600.0,826
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,9285.T,東京インフラ・エネルギー投資法人,1,49650.0,430
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,9286.T,エネクス・インフラ投資法人,1,55600.0,2886
REIT・ベンチャーファンド・カントリーファンド・インフラファンド,9287.T,ジャパン・インフラファンド投資法人,1,53300.0,1668
プライム（内国株式）,9301.T,三菱倉庫,3,1197.5,1237800
プライム（内国株式）,9302.T,三井倉庫ホールディングス,1,4280.0,340600
プライム（内国株式）,9303.T,住友倉庫,1,3185.0,232400
プライム（内国株式）,9304.T,澁澤倉庫,1,4540.0,67400
プライム（内国株式）,9305.T,ヤマタネ,1,3085.0,97800
スタンダード（内国株式）,9306.T,東陽倉庫,1,1790.0,23200
スタンダード（内国株式）,9307.T,杉村倉庫,2,956.0,46000
スタンダード（内国株式）,9308.T,乾汽船,1,1614.0,123200
プライム（内国株式）,9310.T,日本トランスシティ,1,1180.0,97900
スタンダード（内国株式）,9311.T,アサガミ,1,7100.0,300
スタンダード（内国株式）,9312.T,ケイヒン,4,2620.0,4800
スタンダード（内国株式）,9313.T,丸八倉庫,1,920.0,3300
プライム（内国株式）,9319.T,中央倉庫,1,1439.0,62200
スタンダード（内国株式）,9322.T,川西倉庫,1,1387.0,2400
プライム（内国株式）,9324.T,安田倉庫,1,2136.0,21500
スタンダード（内国株式）,9325.T,ファイズホールディングス,2,1259.0,10400
グロース（内国株式）,9326.T,関通,1,505.0,168600
スタンダード（内国株式）,9327.T,イー・ロジット,4,305.0,72500
グロース（内国株式）,9330.T,揚羽,1,900.0,25200
グロース（内国株式）,9331.T,キャスター,3,864.0,8500
プライム（内国株式）,9332.T,ＮＩＳＳＯホールディングス,1,658.0,84800
プライム（内国株式）,9336.T,大栄環境,1,3480.0,164300
グロース（内国株式）,9337.T,トリドリ,2,2814.0,27900
グロース（内国株式）,9338.T,ＩＮＦＯＲＩＣＨ,4,2490.0,152500
スタンダード（内国株式）,9339.T,コーチ・エィ,1,1425.0,2000
スタンダード（内国株式）,9340.T,アソインターナショナル,1,712.0,12200
プライム（内国株式）,9341.T,ＧＥＮＯＶＡ,1,687.0,67900
グロース（内国株式）,9342.T,スマサポ,3,1149.0,3500
グロース（内国株式）,9343.T,アイビス,1,3900.0,16200
グロース（内国株式）,9344.T,アクシスコンサルティング,1,865.0,14000
グロース（内国株式）,9345.T,ビズメイツ,4,2268.0,44500
グロース（内国株式）,9346.T,ココルポート,1,1932.0,18800
プライム（内国株式）,9347.T,日本管財ホールディングス,1,2826.0,184200
グロース（内国株式）,9348.T,ｉｓｐａｃｅ,5,545.0,1305600
スタンダード（内国株式）,9351.T,東洋埠頭,1,1550.0,5300
スタンダード（内国株式）,9353.T,櫻島埠頭,1,1873.0,3900
スタンダード（内国株式）,9355.T,リンコーコーポレーション,2,1825.0,100
スタンダード（内国株式）,9360.T,鈴与シンワート,5,3060.0,5900
スタンダード（内国株式）,9361.T,伏木海陸運送,2,1720.0,700
スタンダード（内国株式）,9362.T,兵機海運,5,3630.0,300
スタンダード（内国株式）,9363.T,大運,1,441.0,21200
プライム（内国株式）,9364.T,上組,1,4564.0,387200
スタンダード（内国株式）,9365.T,トレーディア,1,1462.0,31300
スタンダード（内国株式）,9366.T,サンリツ,1,875.0,2300
スタンダード（内国株式）,9367.T,大東港運,1,788.0,1100
スタンダード（内国株式）,9368.T,キムラユニティー,1,884.0,56000
スタンダード（内国株式）,9369.T,キユーソー流通システム,4,3175.0,45400
スタンダード（内国株式）,9376.T,ユーラシア旅行社,1,713.0,34200
スタンダード（内国株式）,9377.T,エージーピー,1,1545.0,94600
スタンダード（内国株式）,9380.T,東海運,2,335.0,16300
プライム（内国株式）,9381.T,エーアイテイー,1,2085.0,27300
